event_id:ID,timestamp,event_type,status,value,cve
EVT-009419,2026-05-01T12:36:59Z,http_request,normal,,
EVT-009420,2026-05-01T12:37:00Z,read_sensor,normal,54,
EVT-009421,2026-05-01T12:37:01Z,file_access,normal,,
EVT-009422,2026-05-01T12:37:02Z,file_access,normal,,
EVT-009423,2026-05-01T12:37:03Z,read_sensor,normal,105,
EVT-009424,2026-05-01T12:37:04Z,file_access,normal,,
EVT-009425,2026-05-01T12:37:05Z,read_sensor,normal,49,
EVT-009426,2026-05-01T12:37:06Z,read_sensor,normal,116,
EVT-009427,2026-05-01T12:37:07Z,modbus_write,normal,119,
EVT-009428,2026-05-01T12:37:08Z,modbus_write,normal,112,
EVT-009429,2026-05-01T12:37:09Z,file_access,normal,,
EVT-009430,2026-05-01T12:37:10Z,modbus_write,normal,53,
EVT-009431,2026-05-01T12:37:11Z,login,normal,,
EVT-009432,2026-05-01T12:37:12Z,login,normal,,
EVT-009433,2026-05-01T12:37:13Z,read_sensor,normal,67,
EVT-009434,2026-05-01T12:37:14Z,login,normal,,
EVT-009435,2026-05-01T12:37:15Z,login,normal,,
EVT-009436,2026-05-01T12:37:16Z,login,normal,,
EVT-009437,2026-05-01T12:37:17Z,read_sensor,normal,61,
EVT-009438,2026-05-01T12:37:18Z,read_sensor,normal,48,
EVT-009439,2026-05-01T12:37:19Z,file_access,normal,,
EVT-009440,2026-05-01T12:37:20Z,read_sensor,normal,116,
EVT-009441,2026-05-01T12:37:21Z,login,normal,,
EVT-009442,2026-05-01T12:37:22Z,file_access,normal,,
EVT-009443,2026-05-01T12:37:23Z,modbus_write,normal,116,
EVT-009444,2026-05-01T12:37:24Z,http_request,normal,,
EVT-009445,2026-05-01T12:37:25Z,read_sensor,normal,76,
EVT-009446,2026-05-01T12:37:26Z,modbus_write,normal,117,
EVT-009447,2026-05-01T12:37:27Z,http_request,normal,,
EVT-009448,2026-05-01T12:37:28Z,login,normal,,
EVT-009449,2026-05-01T12:37:29Z,read_sensor,normal,79,
EVT-009450,2026-05-01T12:37:30Z,modbus_write,normal,42,
EVT-009451,2026-05-01T12:37:31Z,login,normal,,
EVT-009452,2026-05-01T12:37:32Z,file_access,normal,,
EVT-009453,2026-05-01T12:37:33Z,http_request,normal,,
EVT-009454,2026-05-01T12:37:34Z,read_sensor,normal,107,
EVT-009455,2026-05-01T12:37:35Z,file_access,normal,,
EVT-009456,2026-05-01T12:37:36Z,modbus_write,normal,108,
EVT-009457,2026-05-01T12:37:37Z,modbus_write,normal,96,
EVT-009458,2026-05-01T12:37:38Z,file_access,normal,,
EVT-009459,2026-05-01T12:37:39Z,login,normal,,
EVT-009460,2026-05-01T12:37:40Z,modbus_write,normal,75,
EVT-009461,2026-05-01T12:37:41Z,modbus_write,normal,43,
EVT-009462,2026-05-01T12:37:42Z,file_access,normal,,
EVT-009463,2026-05-01T12:37:43Z,http_request,normal,,
EVT-009464,2026-05-01T12:37:44Z,modbus_write,normal,95,
EVT-009465,2026-05-01T12:37:45Z,login,normal,,
EVT-009466,2026-05-01T12:37:46Z,file_access,normal,,
EVT-009467,2026-05-01T12:37:47Z,login,normal,,
EVT-009468,2026-05-01T12:37:48Z,http_request,normal,,
EVT-009469,2026-05-01T12:37:49Z,file_access,normal,,
EVT-009470,2026-05-01T12:37:50Z,http_request,normal,,
EVT-009471,2026-05-01T12:37:51Z,read_sensor,normal,111,
EVT-009472,2026-05-01T12:37:52Z,http_request,normal,,
EVT-009473,2026-05-01T12:37:53Z,file_access,normal,,
EVT-009474,2026-05-01T12:37:54Z,modbus_write,normal,102,
EVT-009475,2026-05-01T12:37:55Z,read_sensor,normal,78,
EVT-009476,2026-05-01T12:37:56Z,file_access,normal,,
EVT-009477,2026-05-01T12:37:57Z,login,normal,,
EVT-009478,2026-05-01T12:37:58Z,modbus_write,normal,65,
EVT-009479,2026-05-01T12:37:59Z,read_sensor,normal,56,
EVT-009480,2026-05-01T12:38:00Z,modbus_write,normal,86,
EVT-009481,2026-05-01T12:38:01Z,read_sensor,normal,110,
EVT-009482,2026-05-01T12:38:02Z,read_sensor,normal,92,
EVT-009483,2026-05-01T12:38:03Z,file_access,normal,,
EVT-009484,2026-05-01T12:38:04Z,file_access,normal,,
EVT-009485,2026-05-01T12:38:05Z,read_sensor,normal,56,
EVT-009486,2026-05-01T12:38:06Z,http_request,normal,,
EVT-009487,2026-05-01T12:38:07Z,file_access,normal,,
EVT-009488,2026-05-01T12:38:08Z,file_access,normal,,
EVT-009489,2026-05-01T12:38:09Z,http_request,normal,,
EVT-009490,2026-05-01T12:38:10Z,file_access,normal,,
EVT-009491,2026-05-01T12:38:11Z,modbus_write,normal,53,
EVT-009492,2026-05-01T12:38:12Z,login,normal,,
EVT-009493,2026-05-01T12:38:13Z,file_access,normal,,
EVT-009494,2026-05-01T12:38:14Z,read_sensor,normal,66,
EVT-009495,2026-05-01T12:38:15Z,read_sensor,normal,53,
EVT-009496,2026-05-01T12:38:16Z,modbus_write,normal,116,
EVT-009497,2026-05-01T12:38:17Z,http_request,normal,,
EVT-009498,2026-05-01T12:38:18Z,read_sensor,normal,120,
EVT-009499,2026-05-01T12:38:19Z,file_access,normal,,
EVT-009500,2026-05-01T12:38:20Z,file_access,normal,,
EVT-009501,2026-05-01T12:38:21Z,login,normal,,
EVT-009502,2026-05-01T12:38:22Z,file_access,normal,,
EVT-009503,2026-05-01T12:38:23Z,file_access,normal,,
EVT-009504,2026-05-01T12:38:24Z,http_request,normal,,
EVT-009505,2026-05-01T12:38:25Z,http_request,normal,,
EVT-009506,2026-05-01T12:38:26Z,file_access,normal,,
EVT-009507,2026-05-01T12:38:27Z,modbus_write,normal,43,
EVT-009508,2026-05-01T12:38:28Z,login,normal,,
EVT-009509,2026-05-01T12:38:29Z,http_request,normal,,
EVT-009510,2026-05-01T12:38:30Z,read_sensor,normal,47,
EVT-009511,2026-05-01T12:38:31Z,http_request,normal,,
EVT-009512,2026-05-01T12:38:32Z,login,normal,,
EVT-009513,2026-05-01T12:38:33Z,http_request,normal,,
EVT-009514,2026-05-01T12:38:34Z,modbus_write,normal,49,
EVT-009515,2026-05-01T12:38:35Z,file_access,normal,,
EVT-009516,2026-05-01T12:38:36Z,file_access,normal,,
EVT-009517,2026-05-01T12:38:37Z,http_request,normal,,
EVT-009518,2026-05-01T12:38:38Z,modbus_write,normal,51,
EVT-009519,2026-05-01T12:38:39Z,http_request,normal,,
EVT-009520,2026-05-01T12:38:40Z,http_request,normal,,
EVT-009521,2026-05-01T12:38:41Z,http_request,normal,,
EVT-009522,2026-05-01T12:38:42Z,read_sensor,normal,118,
EVT-009523,2026-05-01T12:38:43Z,file_access,normal,,
EVT-009524,2026-05-01T12:38:44Z,file_access,normal,,
EVT-009525,2026-05-01T12:38:45Z,login,normal,,
EVT-009526,2026-05-01T12:38:46Z,modbus_write,normal,103,
EVT-009527,2026-05-01T12:38:47Z,read_sensor,normal,50,
EVT-009528,2026-05-01T12:38:48Z,login,normal,,
EVT-009529,2026-05-01T12:38:49Z,read_sensor,normal,108,
EVT-009530,2026-05-01T12:38:50Z,modbus_write,normal,62,
EVT-009531,2026-05-01T12:38:51Z,modbus_write,normal,66,
EVT-009532,2026-05-01T12:38:52Z,modbus_write,normal,44,
EVT-009533,2026-05-01T12:38:53Z,http_request,normal,,
EVT-009534,2026-05-01T12:38:54Z,read_sensor,normal,113,
EVT-009535,2026-05-01T12:38:55Z,http_request,normal,,
EVT-009536,2026-05-01T12:38:56Z,file_access,normal,,
EVT-009537,2026-05-01T12:38:57Z,file_access,normal,,
EVT-009538,2026-05-01T12:38:58Z,login,normal,,
EVT-009539,2026-05-01T12:38:59Z,http_request,normal,,
EVT-009540,2026-05-01T12:39:00Z,login,normal,,
EVT-009541,2026-05-01T12:39:01Z,modbus_write,normal,85,
EVT-009542,2026-05-01T12:39:02Z,http_request,normal,,
EVT-009543,2026-05-01T12:39:03Z,modbus_write,normal,44,
EVT-009544,2026-05-01T12:39:04Z,file_access,normal,,
EVT-009545,2026-05-01T12:39:05Z,http_request,normal,,
EVT-009546,2026-05-01T12:39:06Z,login,normal,,
EVT-009547,2026-05-01T12:39:07Z,modbus_write,normal,102,
EVT-009548,2026-05-01T12:39:08Z,file_access,normal,,
EVT-009549,2026-05-01T12:39:09Z,login,normal,,
EVT-009550,2026-05-01T12:39:10Z,http_request,normal,,
EVT-009551,2026-05-01T12:39:11Z,file_access,normal,,
EVT-009552,2026-05-01T12:39:12Z,login,normal,,
EVT-009553,2026-05-01T12:39:13Z,http_request,normal,,
EVT-009554,2026-05-01T12:39:14Z,file_access,normal,,
EVT-009555,2026-05-01T12:39:15Z,file_access,normal,,
EVT-009556,2026-05-01T12:39:16Z,modbus_write,normal,116,
EVT-009557,2026-05-01T12:39:17Z,login,normal,,
EVT-009558,2026-05-01T12:39:18Z,modbus_write,normal,89,
EVT-009559,2026-05-01T12:39:19Z,read_sensor,normal,58,
EVT-009560,2026-05-01T12:39:20Z,read_sensor,normal,99,
EVT-009561,2026-05-01T12:39:21Z,file_access,normal,,
EVT-009562,2026-05-01T12:39:22Z,login,normal,,
EVT-009563,2026-05-01T12:39:23Z,login,normal,,
EVT-009564,2026-05-01T12:39:24Z,http_request,normal,,
EVT-009565,2026-05-01T12:39:25Z,modbus_write,normal,63,
EVT-009566,2026-05-01T12:39:26Z,file_access,normal,,
EVT-009567,2026-05-01T12:39:27Z,read_sensor,normal,112,
EVT-009568,2026-05-01T12:39:28Z,login,normal,,
EVT-009569,2026-05-01T12:39:29Z,read_sensor,normal,57,
EVT-009570,2026-05-01T12:39:30Z,modbus_write,normal,71,
EVT-009571,2026-05-01T12:39:31Z,file_access,normal,,
EVT-009572,2026-05-01T12:39:32Z,read_sensor,normal,76,
EVT-009573,2026-05-01T12:39:33Z,read_sensor,normal,102,
EVT-009574,2026-05-01T12:39:34Z,modbus_write,normal,88,
EVT-009575,2026-05-01T12:39:35Z,file_access,normal,,
EVT-009576,2026-05-01T12:39:36Z,login,normal,,
EVT-009577,2026-05-01T12:39:37Z,file_access,normal,,
EVT-009578,2026-05-01T12:39:38Z,file_access,normal,,
EVT-009579,2026-05-01T12:39:39Z,read_sensor,normal,56,
EVT-009580,2026-05-01T12:39:40Z,login,normal,,
EVT-009581,2026-05-01T12:39:41Z,file_access,normal,,
EVT-009582,2026-05-01T12:39:42Z,read_sensor,normal,43,
EVT-009583,2026-05-01T12:39:43Z,http_request,normal,,
EVT-009584,2026-05-01T12:39:44Z,read_sensor,normal,47,
EVT-009585,2026-05-01T12:39:45Z,login,normal,,
EVT-009586,2026-05-01T12:39:46Z,read_sensor,normal,100,
EVT-009587,2026-05-01T12:39:47Z,modbus_write,normal,67,
EVT-009588,2026-05-01T12:39:48Z,modbus_write,normal,120,
EVT-009589,2026-05-01T12:39:49Z,read_sensor,normal,94,
EVT-009590,2026-05-01T12:39:50Z,read_sensor,normal,100,
EVT-009591,2026-05-01T12:39:51Z,login,normal,,
EVT-009592,2026-05-01T12:39:52Z,login,normal,,
EVT-009593,2026-05-01T12:39:53Z,login,normal,,
EVT-009594,2026-05-01T12:39:54Z,http_request,normal,,
EVT-009595,2026-05-01T12:39:55Z,http_request,normal,,
EVT-009596,2026-05-01T12:39:56Z,file_access,normal,,
EVT-009597,2026-05-01T12:39:57Z,modbus_write,normal,40,
EVT-009598,2026-05-01T12:39:58Z,modbus_write,normal,88,
EVT-009599,2026-05-01T12:39:59Z,file_access,normal,,
EVT-009600,2026-05-01T12:40:00Z,modbus_write,normal,56,
EVT-009601,2026-05-01T12:40:01Z,http_request,normal,,
EVT-009602,2026-05-01T12:40:02Z,login,normal,,
EVT-009603,2026-05-01T12:40:03Z,file_access,normal,,
EVT-009604,2026-05-01T12:40:04Z,modbus_write,normal,41,
EVT-009605,2026-05-01T12:40:05Z,login,normal,,
EVT-009606,2026-05-01T12:40:06Z,read_sensor,normal,68,
EVT-009607,2026-05-01T12:40:07Z,read_sensor,normal,48,
EVT-009608,2026-05-01T12:40:08Z,file_access,normal,,
EVT-009609,2026-05-01T12:40:09Z,modbus_write,normal,106,
EVT-009610,2026-05-01T12:40:10Z,login,normal,,
EVT-009611,2026-05-01T12:40:11Z,login,normal,,
EVT-009612,2026-05-01T12:40:12Z,http_request,normal,,
EVT-009613,2026-05-01T12:40:13Z,http_request,normal,,
EVT-009614,2026-05-01T12:40:14Z,file_access,normal,,
EVT-009615,2026-05-01T12:40:15Z,modbus_write,normal,59,
EVT-009616,2026-05-01T12:40:16Z,login,normal,,
EVT-009617,2026-05-01T12:40:17Z,file_access,normal,,
EVT-009618,2026-05-01T12:40:18Z,http_request,normal,,
EVT-009619,2026-05-01T12:40:19Z,login,normal,,
EVT-009620,2026-05-01T12:40:20Z,http_request,normal,,
EVT-009621,2026-05-01T12:40:21Z,file_access,normal,,
EVT-009622,2026-05-01T12:40:22Z,login,normal,,
EVT-009623,2026-05-01T12:40:23Z,file_access,normal,,
EVT-009624,2026-05-01T12:40:24Z,modbus_write,normal,70,
EVT-009625,2026-05-01T12:40:25Z,http_request,normal,,
EVT-009626,2026-05-01T12:40:26Z,read_sensor,normal,45,
EVT-009627,2026-05-01T12:40:27Z,modbus_write,normal,66,
EVT-009628,2026-05-01T12:40:28Z,read_sensor,normal,65,
EVT-009629,2026-05-01T12:40:29Z,modbus_write,normal,120,
EVT-009630,2026-05-01T12:40:30Z,modbus_write,normal,57,
EVT-009631,2026-05-01T12:40:31Z,login,normal,,
EVT-009632,2026-05-01T12:40:32Z,http_request,normal,,
EVT-009633,2026-05-01T12:40:33Z,login,normal,,
EVT-009634,2026-05-01T12:40:34Z,http_request,normal,,
EVT-009635,2026-05-01T12:40:35Z,login,normal,,
EVT-009636,2026-05-01T12:40:36Z,file_access,normal,,
EVT-009637,2026-05-01T12:40:37Z,read_sensor,normal,46,
EVT-009638,2026-05-01T12:40:38Z,modbus_write,normal,61,
EVT-009639,2026-05-01T12:40:39Z,login,normal,,
EVT-009640,2026-05-01T12:40:40Z,modbus_write,normal,96,
EVT-009641,2026-05-01T12:40:41Z,modbus_write,normal,112,
EVT-009642,2026-05-01T12:40:42Z,login,normal,,
EVT-009643,2026-05-01T12:40:43Z,modbus_write,normal,72,
EVT-009644,2026-05-01T12:40:44Z,http_request,normal,,
EVT-009645,2026-05-01T12:40:45Z,read_sensor,normal,111,
EVT-009646,2026-05-01T12:40:46Z,file_access,normal,,
EVT-009647,2026-05-01T12:40:47Z,http_request,normal,,
EVT-009648,2026-05-01T12:40:48Z,read_sensor,normal,115,
EVT-009649,2026-05-01T12:40:49Z,login,normal,,
EVT-009650,2026-05-01T12:40:50Z,http_request,normal,,
EVT-009651,2026-05-01T12:40:51Z,read_sensor,normal,71,
EVT-009652,2026-05-01T12:40:52Z,login,normal,,
EVT-009653,2026-05-01T12:40:53Z,read_sensor,normal,57,
EVT-009654,2026-05-01T12:40:54Z,login,normal,,
EVT-009655,2026-05-01T12:40:55Z,read_sensor,normal,69,
EVT-009656,2026-05-01T12:40:56Z,http_request,normal,,
EVT-009657,2026-05-01T12:40:57Z,read_sensor,normal,69,
EVT-009658,2026-05-01T12:40:58Z,http_request,normal,,
EVT-009659,2026-05-01T12:40:59Z,read_sensor,normal,46,
EVT-009660,2026-05-01T12:41:00Z,file_access,normal,,
EVT-009661,2026-05-01T12:41:01Z,read_sensor,normal,119,
EVT-009662,2026-05-01T12:41:02Z,modbus_write,normal,92,
EVT-009663,2026-05-01T12:41:03Z,file_access,normal,,
EVT-009664,2026-05-01T12:41:04Z,modbus_write,normal,110,
EVT-009665,2026-05-01T12:41:05Z,file_access,normal,,
EVT-009666,2026-05-01T12:41:06Z,read_sensor,normal,105,
EVT-009667,2026-05-01T12:41:07Z,login,normal,,
EVT-009668,2026-05-01T12:41:08Z,http_request,normal,,
EVT-009669,2026-05-01T12:41:09Z,login,normal,,
EVT-009670,2026-05-01T12:41:10Z,http_request,normal,,
EVT-009671,2026-05-01T12:41:11Z,file_access,normal,,
EVT-009672,2026-05-01T12:41:12Z,login,normal,,
EVT-009673,2026-05-01T12:41:13Z,file_access,normal,,
EVT-009674,2026-05-01T12:41:14Z,read_sensor,normal,85,
EVT-009675,2026-05-01T12:41:15Z,login,normal,,
EVT-009676,2026-05-01T12:41:16Z,read_sensor,normal,77,
EVT-009677,2026-05-01T12:41:17Z,modbus_write,normal,77,
EVT-009678,2026-05-01T12:41:18Z,modbus_write,normal,114,
EVT-009679,2026-05-01T12:41:19Z,read_sensor,normal,109,
EVT-009680,2026-05-01T12:41:20Z,login,normal,,
EVT-009681,2026-05-01T12:41:21Z,modbus_write,normal,108,
EVT-009682,2026-05-01T12:41:22Z,file_access,normal,,
EVT-009683,2026-05-01T12:41:23Z,http_request,normal,,
EVT-009684,2026-05-01T12:41:24Z,file_access,normal,,
EVT-009685,2026-05-01T12:41:25Z,modbus_write,normal,57,
EVT-009686,2026-05-01T12:41:26Z,file_access,normal,,
EVT-009687,2026-05-01T12:41:27Z,http_request,normal,,
EVT-009688,2026-05-01T12:41:28Z,http_request,normal,,
EVT-009689,2026-05-01T12:41:29Z,modbus_write,normal,61,
EVT-009690,2026-05-01T12:41:30Z,file_access,normal,,
EVT-009691,2026-05-01T12:41:31Z,http_request,normal,,
EVT-009692,2026-05-01T12:41:32Z,http_request,normal,,
EVT-009693,2026-05-01T12:41:33Z,login,normal,,
EVT-009694,2026-05-01T12:41:34Z,login,normal,,
EVT-009695,2026-05-01T12:41:35Z,modbus_write,normal,49,
EVT-009696,2026-05-01T12:41:36Z,http_request,normal,,
EVT-009697,2026-05-01T12:41:37Z,modbus_write,normal,46,
EVT-009698,2026-05-01T12:41:38Z,modbus_write,normal,108,
EVT-009699,2026-05-01T12:41:39Z,login,normal,,
EVT-009700,2026-05-01T12:41:40Z,login,normal,,
EVT-009701,2026-05-01T12:41:41Z,file_access,normal,,
EVT-009702,2026-05-01T12:41:42Z,file_access,normal,,
EVT-009703,2026-05-01T12:41:43Z,file_access,normal,,
EVT-009704,2026-05-01T12:41:44Z,file_access,normal,,
EVT-009705,2026-05-01T12:41:45Z,read_sensor,normal,70,
EVT-009706,2026-05-01T12:41:46Z,read_sensor,normal,120,
EVT-009707,2026-05-01T12:41:47Z,modbus_write,normal,81,
EVT-009708,2026-05-01T12:41:48Z,http_request,normal,,
EVT-009709,2026-05-01T12:41:49Z,modbus_write,normal,79,
EVT-009710,2026-05-01T12:41:50Z,file_access,normal,,
EVT-009711,2026-05-01T12:41:51Z,read_sensor,normal,67,
EVT-009712,2026-05-01T12:41:52Z,read_sensor,normal,112,
EVT-009713,2026-05-01T12:41:53Z,file_access,normal,,
EVT-009714,2026-05-01T12:41:54Z,file_access,normal,,
EVT-009715,2026-05-01T12:41:55Z,http_request,normal,,
EVT-009716,2026-05-01T12:41:56Z,login,normal,,
EVT-009717,2026-05-01T12:41:57Z,file_access,normal,,
EVT-009718,2026-05-01T12:41:58Z,login,normal,,
EVT-009719,2026-05-01T12:41:59Z,file_access,normal,,
EVT-009720,2026-05-01T12:42:00Z,read_sensor,normal,67,
EVT-009721,2026-05-01T12:42:01Z,http_request,normal,,
EVT-009722,2026-05-01T12:42:02Z,login,normal,,
EVT-009723,2026-05-01T12:42:03Z,read_sensor,normal,61,
EVT-009724,2026-05-01T12:42:04Z,http_request,normal,,
EVT-009725,2026-05-01T12:42:05Z,file_access,normal,,
EVT-009726,2026-05-01T12:42:06Z,http_request,normal,,
EVT-009727,2026-05-01T12:42:07Z,read_sensor,normal,43,
EVT-009728,2026-05-01T12:42:08Z,modbus_write,normal,116,
EVT-009729,2026-05-01T12:42:09Z,read_sensor,normal,66,
EVT-009730,2026-05-01T12:42:10Z,http_request,normal,,
EVT-009731,2026-05-01T12:42:11Z,login,normal,,
EVT-009732,2026-05-01T12:42:12Z,login,normal,,
EVT-009733,2026-05-01T12:42:13Z,read_sensor,normal,82,
EVT-009734,2026-05-01T12:42:14Z,read_sensor,normal,92,
EVT-009735,2026-05-01T12:42:15Z,read_sensor,normal,56,
EVT-009736,2026-05-01T12:42:16Z,login,normal,,
EVT-009737,2026-05-01T12:42:17Z,modbus_write,normal,43,
EVT-009738,2026-05-01T12:42:18Z,file_access,normal,,
EVT-009739,2026-05-01T12:42:19Z,http_request,normal,,
EVT-009740,2026-05-01T12:42:20Z,read_sensor,normal,51,
EVT-009741,2026-05-01T12:42:21Z,read_sensor,normal,70,
EVT-009742,2026-05-01T12:42:22Z,read_sensor,normal,53,
EVT-009743,2026-05-01T12:42:23Z,file_access,normal,,
EVT-009744,2026-05-01T12:42:24Z,login,normal,,
EVT-009745,2026-05-01T12:42:25Z,modbus_write,normal,66,
EVT-009746,2026-05-01T12:42:26Z,read_sensor,normal,44,
EVT-009747,2026-05-01T12:42:27Z,read_sensor,normal,118,
EVT-009748,2026-05-01T12:42:28Z,modbus_write,normal,61,
EVT-009749,2026-05-01T12:42:29Z,http_request,normal,,
EVT-009750,2026-05-01T12:42:30Z,modbus_write,normal,43,
EVT-009751,2026-05-01T12:42:31Z,modbus_write,normal,97,
EVT-009752,2026-05-01T12:42:32Z,file_access,normal,,
EVT-009753,2026-05-01T12:42:33Z,http_request,normal,,
EVT-009754,2026-05-01T12:42:34Z,read_sensor,normal,107,
EVT-009755,2026-05-01T12:42:35Z,read_sensor,normal,90,
EVT-009756,2026-05-01T12:42:36Z,http_request,normal,,
EVT-009757,2026-05-01T12:42:37Z,file_access,normal,,
EVT-009758,2026-05-01T12:42:38Z,file_access,normal,,
EVT-009759,2026-05-01T12:42:39Z,modbus_write,normal,92,
EVT-009760,2026-05-01T12:42:40Z,login,normal,,
EVT-009761,2026-05-01T12:42:41Z,login,normal,,
EVT-009762,2026-05-01T12:42:42Z,file_access,normal,,
EVT-009763,2026-05-01T12:42:43Z,login,normal,,
EVT-009764,2026-05-01T12:42:44Z,login,normal,,
EVT-009765,2026-05-01T12:42:45Z,read_sensor,normal,52,
EVT-009766,2026-05-01T12:42:46Z,login,normal,,
EVT-009767,2026-05-01T12:42:47Z,file_access,normal,,
EVT-009768,2026-05-01T12:42:48Z,read_sensor,normal,92,
EVT-009769,2026-05-01T12:42:49Z,login,normal,,
EVT-009770,2026-05-01T12:42:50Z,read_sensor,normal,112,
EVT-009771,2026-05-01T12:42:51Z,modbus_write,normal,72,
EVT-009772,2026-05-01T12:42:52Z,read_sensor,normal,109,
EVT-009773,2026-05-01T12:42:53Z,file_access,normal,,
EVT-009774,2026-05-01T12:42:54Z,file_access,normal,,
EVT-009775,2026-05-01T12:42:55Z,http_request,normal,,
EVT-009776,2026-05-01T12:42:56Z,http_request,normal,,
EVT-009777,2026-05-01T12:42:57Z,file_access,normal,,
EVT-009778,2026-05-01T12:42:58Z,read_sensor,normal,56,
EVT-009779,2026-05-01T12:42:59Z,http_request,normal,,
EVT-009780,2026-05-01T12:43:00Z,read_sensor,normal,91,
EVT-009781,2026-05-01T12:43:01Z,read_sensor,normal,68,
EVT-009782,2026-05-01T12:43:02Z,login,normal,,
EVT-009783,2026-05-01T12:43:03Z,login,normal,,
EVT-009784,2026-05-01T12:43:04Z,read_sensor,normal,118,
EVT-009785,2026-05-01T12:43:05Z,modbus_write,normal,44,
EVT-009786,2026-05-01T12:43:06Z,file_access,normal,,
EVT-009787,2026-05-01T12:43:07Z,read_sensor,normal,96,
EVT-009788,2026-05-01T12:43:08Z,read_sensor,normal,50,
EVT-009789,2026-05-01T12:43:09Z,file_access,normal,,
EVT-009790,2026-05-01T12:43:10Z,login,normal,,
EVT-009791,2026-05-01T12:43:11Z,read_sensor,normal,86,
EVT-009792,2026-05-01T12:43:12Z,modbus_write,normal,43,
EVT-009793,2026-05-01T12:43:13Z,http_request,normal,,
EVT-009794,2026-05-01T12:43:14Z,file_access,normal,,
EVT-009795,2026-05-01T12:43:15Z,read_sensor,normal,119,
EVT-009796,2026-05-01T12:43:16Z,login,normal,,
EVT-009797,2026-05-01T12:43:17Z,modbus_write,normal,110,
EVT-009798,2026-05-01T12:43:18Z,read_sensor,normal,89,
EVT-009799,2026-05-01T12:43:19Z,file_access,normal,,
EVT-009800,2026-05-01T12:43:20Z,read_sensor,normal,98,
EVT-009801,2026-05-01T12:43:21Z,modbus_write,normal,58,
EVT-009802,2026-05-01T12:43:22Z,file_access,normal,,
EVT-009803,2026-05-01T12:43:23Z,http_request,normal,,
EVT-009804,2026-05-01T12:43:24Z,modbus_write,normal,114,
EVT-009805,2026-05-01T12:43:25Z,file_access,normal,,
EVT-009806,2026-05-01T12:43:26Z,modbus_write,normal,41,
EVT-009807,2026-05-01T12:43:27Z,file_access,normal,,
EVT-009808,2026-05-01T12:43:28Z,read_sensor,normal,113,
EVT-009809,2026-05-01T12:43:29Z,read_sensor,normal,72,
EVT-009810,2026-05-01T12:43:30Z,file_access,normal,,
EVT-009811,2026-05-01T12:43:31Z,login,normal,,
EVT-009812,2026-05-01T12:43:32Z,http_request,normal,,
EVT-009813,2026-05-01T12:43:33Z,file_access,normal,,
EVT-009814,2026-05-01T12:43:34Z,modbus_write,normal,103,
EVT-009815,2026-05-01T12:43:35Z,login,normal,,
EVT-009816,2026-05-01T12:43:36Z,file_access,normal,,
EVT-009817,2026-05-01T12:43:37Z,modbus_write,normal,81,
EVT-009818,2026-05-01T12:43:38Z,http_request,normal,,
EVT-009819,2026-05-01T12:43:39Z,modbus_write,normal,118,
EVT-009820,2026-05-01T12:43:40Z,read_sensor,normal,107,
EVT-009821,2026-05-01T12:43:41Z,http_request,normal,,
EVT-009822,2026-05-01T12:43:42Z,http_request,normal,,
EVT-009823,2026-05-01T12:43:43Z,read_sensor,normal,76,
EVT-009824,2026-05-01T12:43:44Z,modbus_write,normal,93,
EVT-009825,2026-05-01T12:43:45Z,login,normal,,
EVT-009826,2026-05-01T12:43:46Z,login,normal,,
EVT-009827,2026-05-01T12:43:47Z,http_request,normal,,
EVT-009828,2026-05-01T12:43:48Z,modbus_write,normal,108,
EVT-009829,2026-05-01T12:43:49Z,modbus_write,normal,98,
EVT-009830,2026-05-01T12:43:50Z,modbus_write,normal,118,
EVT-009831,2026-05-01T12:43:51Z,modbus_write,normal,95,
EVT-009832,2026-05-01T12:43:52Z,read_sensor,normal,59,
EVT-009833,2026-05-01T12:43:53Z,file_access,normal,,
EVT-009834,2026-05-01T12:43:54Z,read_sensor,normal,60,
EVT-009835,2026-05-01T12:43:55Z,file_access,normal,,
EVT-009836,2026-05-01T12:43:56Z,login,normal,,
EVT-009837,2026-05-01T12:43:57Z,modbus_write,normal,62,
EVT-009838,2026-05-01T12:43:58Z,read_sensor,normal,53,
EVT-009839,2026-05-01T12:43:59Z,modbus_write,normal,77,
EVT-009840,2026-05-01T12:44:00Z,read_sensor,normal,45,
EVT-009841,2026-05-01T12:44:01Z,http_request,normal,,
EVT-009842,2026-05-01T12:44:02Z,read_sensor,normal,112,
EVT-009843,2026-05-01T12:44:03Z,modbus_write,normal,69,
EVT-009844,2026-05-01T12:44:04Z,http_request,normal,,
EVT-009845,2026-05-01T12:44:05Z,file_access,normal,,
EVT-009846,2026-05-01T12:44:06Z,file_access,normal,,
EVT-009847,2026-05-01T12:44:07Z,read_sensor,normal,84,
EVT-009848,2026-05-01T12:44:08Z,file_access,normal,,
EVT-009849,2026-05-01T12:44:09Z,file_access,normal,,
EVT-009850,2026-05-01T12:44:10Z,file_access,normal,,
EVT-009851,2026-05-01T12:44:11Z,read_sensor,normal,99,
EVT-009852,2026-05-01T12:44:12Z,login,normal,,
EVT-009853,2026-05-01T12:44:13Z,login,normal,,
EVT-009854,2026-05-01T12:44:14Z,read_sensor,normal,112,
EVT-009855,2026-05-01T12:44:15Z,http_request,normal,,
EVT-009856,2026-05-01T12:44:16Z,http_request,normal,,
