source,target,type,weight,description
IT-07076,IT-02390,DEPENDS_ON,0.8,L'actif IT-07076 dépend de IT-02390.
IT-09560,IT-00666,DEPENDS_ON,0.8,L'actif IT-09560 dépend de IT-00666.
IT-05913,IT-00845,DEPENDS_ON,0.5,L'actif IT-05913 dépend de IT-00845.
IT-00188,IT-06459,DEPENDS_ON,0.8,L'actif IT-00188 dépend de IT-06459.
IT-02943,IT-09646,DEPENDS_ON,1.0,L'actif IT-02943 dépend de IT-09646.
IT-04791,IT-05097,DEPENDS_ON,0.5,L'actif IT-04791 dépend de IT-05097.
IT-09845,IT-09288,DEPENDS_ON,0.5,L'actif IT-09845 dépend de IT-09288.
IT-00252,IT-06860,DEPENDS_ON,0.5,L'actif IT-00252 dépend de IT-06860.
IT-09251,IT-07973,DEPENDS_ON,0.5,L'actif IT-09251 dépend de IT-07973.
IT-08919,IT-01318,DEPENDS_ON,1.0,L'actif IT-08919 dépend de IT-01318.
IT-04227,IT-07862,DEPENDS_ON,0.5,L'actif IT-04227 dépend de IT-07862.
IT-03817,IT-05957,DEPENDS_ON,0.5,L'actif IT-03817 dépend de IT-05957.
IT-09631,IT-00748,DEPENDS_ON,0.8,L'actif IT-09631 dépend de IT-00748.
IT-01132,IT-03255,DEPENDS_ON,0.5,L'actif IT-01132 dépend de IT-03255.
IT-08037,IT-03939,DEPENDS_ON,0.8,L'actif IT-08037 dépend de IT-03939.
IT-00974,IT-01742,DEPENDS_ON,1.0,L'actif IT-00974 dépend de IT-01742.
IT-00139,IT-06133,DEPENDS_ON,1.0,L'actif IT-00139 dépend de IT-06133.
IT-06006,IT-05957,DEPENDS_ON,0.5,L'actif IT-06006 dépend de IT-05957.
IT-02976,IT-04466,DEPENDS_ON,0.8,L'actif IT-02976 dépend de IT-04466.
IT-07199,IT-08590,DEPENDS_ON,0.8,L'actif IT-07199 dépend de IT-08590.
IT-08831,IT-06371,DEPENDS_ON,0.8,L'actif IT-08831 dépend de IT-06371.
IT-04706,IT-01848,DEPENDS_ON,0.5,L'actif IT-04706 dépend de IT-01848.
IT-09325,IT-05840,DEPENDS_ON,1.0,L'actif IT-09325 dépend de IT-05840.
IT-01435,IT-06270,DEPENDS_ON,0.5,L'actif IT-01435 dépend de IT-06270.
IT-09059,IT-01690,DEPENDS_ON,0.8,L'actif IT-09059 dépend de IT-01690.
IT-04927,IT-02875,DEPENDS_ON,0.5,L'actif IT-04927 dépend de IT-02875.
IT-00096,IT-04725,DEPENDS_ON,1.0,L'actif IT-00096 dépend de IT-04725.
IT-06759,IT-02604,DEPENDS_ON,0.8,L'actif IT-06759 dépend de IT-02604.
IT-00234,IT-07447,DEPENDS_ON,1.0,L'actif IT-00234 dépend de IT-07447.
IT-09362,IT-05808,DEPENDS_ON,0.8,L'actif IT-09362 dépend de IT-05808.
IT-09255,IT-07498,DEPENDS_ON,1.0,L'actif IT-09255 dépend de IT-07498.
IT-01167,IT-08315,DEPENDS_ON,1.0,L'actif IT-01167 dépend de IT-08315.
IT-08807,IT-02863,DEPENDS_ON,0.5,L'actif IT-08807 dépend de IT-02863.
IT-05158,IT-04306,DEPENDS_ON,1.0,L'actif IT-05158 dépend de IT-04306.
IT-06610,IT-02554,DEPENDS_ON,1.0,L'actif IT-06610 dépend de IT-02554.
IT-00756,IT-04015,DEPENDS_ON,0.5,L'actif IT-00756 dépend de IT-04015.
IT-00501,IT-04509,DEPENDS_ON,1.0,L'actif IT-00501 dépend de IT-04509.
IT-08656,IT-03626,DEPENDS_ON,1.0,L'actif IT-08656 dépend de IT-03626.
IT-02121,IT-09569,DEPENDS_ON,0.8,L'actif IT-02121 dépend de IT-09569.
IT-00416,IT-09277,DEPENDS_ON,0.8,L'actif IT-00416 dépend de IT-09277.
IT-05053,IT-02802,DEPENDS_ON,0.8,L'actif IT-05053 dépend de IT-02802.
IT-08211,IT-00177,DEPENDS_ON,0.8,L'actif IT-08211 dépend de IT-00177.
IT-04314,IT-06768,DEPENDS_ON,0.5,L'actif IT-04314 dépend de IT-06768.
IT-08709,IT-02964,DEPENDS_ON,1.0,L'actif IT-08709 dépend de IT-02964.
IT-08491,IT-09285,DEPENDS_ON,0.8,L'actif IT-08491 dépend de IT-09285.
IT-00378,IT-02408,DEPENDS_ON,1.0,L'actif IT-00378 dépend de IT-02408.
IT-01591,IT-07516,DEPENDS_ON,0.5,L'actif IT-01591 dépend de IT-07516.
IT-05750,IT-04018,DEPENDS_ON,0.5,L'actif IT-05750 dépend de IT-04018.
IT-03632,IT-06068,DEPENDS_ON,0.5,L'actif IT-03632 dépend de IT-06068.
IT-02716,IT-01658,DEPENDS_ON,0.5,L'actif IT-02716 dépend de IT-01658.
IT-06520,IT-03105,DEPENDS_ON,1.0,L'actif IT-06520 dépend de IT-03105.
IT-07583,IT-02037,DEPENDS_ON,1.0,L'actif IT-07583 dépend de IT-02037.
IT-09250,IT-04021,DEPENDS_ON,0.8,L'actif IT-09250 dépend de IT-04021.
IT-00887,IT-03102,DEPENDS_ON,0.8,L'actif IT-00887 dépend de IT-03102.
IT-00923,IT-01262,DEPENDS_ON,1.0,L'actif IT-00923 dépend de IT-01262.
IT-01169,IT-03983,DEPENDS_ON,0.5,L'actif IT-01169 dépend de IT-03983.
IT-08514,IT-05929,DEPENDS_ON,0.5,L'actif IT-08514 dépend de IT-05929.
IT-05168,IT-04042,DEPENDS_ON,1.0,L'actif IT-05168 dépend de IT-04042.
IT-04948,IT-01545,DEPENDS_ON,1.0,L'actif IT-04948 dépend de IT-01545.
IT-04158,IT-09394,DEPENDS_ON,0.5,L'actif IT-04158 dépend de IT-09394.
IT-01683,IT-09103,DEPENDS_ON,1.0,L'actif IT-01683 dépend de IT-09103.
IT-00321,IT-01032,DEPENDS_ON,0.8,L'actif IT-00321 dépend de IT-01032.
IT-01093,IT-08377,DEPENDS_ON,0.8,L'actif IT-01093 dépend de IT-08377.
IT-05468,IT-00439,DEPENDS_ON,0.5,L'actif IT-05468 dépend de IT-00439.
IT-00396,IT-07008,DEPENDS_ON,0.8,L'actif IT-00396 dépend de IT-07008.
IT-07989,IT-03727,DEPENDS_ON,1.0,L'actif IT-07989 dépend de IT-03727.
IT-07286,IT-00897,DEPENDS_ON,0.5,L'actif IT-07286 dépend de IT-00897.
IT-07191,IT-02145,DEPENDS_ON,0.5,L'actif IT-07191 dépend de IT-02145.
IT-02934,IT-03295,DEPENDS_ON,1.0,L'actif IT-02934 dépend de IT-03295.
IT-04620,IT-06940,DEPENDS_ON,0.5,L'actif IT-04620 dépend de IT-06940.
IT-08885,IT-00998,DEPENDS_ON,1.0,L'actif IT-08885 dépend de IT-00998.
IT-01185,IT-05004,DEPENDS_ON,0.8,L'actif IT-01185 dépend de IT-05004.
IT-03836,IT-02300,DEPENDS_ON,1.0,L'actif IT-03836 dépend de IT-02300.
IT-08659,IT-04807,DEPENDS_ON,1.0,L'actif IT-08659 dépend de IT-04807.
IT-00494,IT-05862,DEPENDS_ON,1.0,L'actif IT-00494 dépend de IT-05862.
IT-03110,IT-00248,DEPENDS_ON,1.0,L'actif IT-03110 dépend de IT-00248.
IT-07771,IT-03273,DEPENDS_ON,0.8,L'actif IT-07771 dépend de IT-03273.
IT-08507,IT-00750,DEPENDS_ON,0.5,L'actif IT-08507 dépend de IT-00750.
IT-08866,IT-01061,DEPENDS_ON,0.5,L'actif IT-08866 dépend de IT-01061.
IT-03911,IT-06524,DEPENDS_ON,0.5,L'actif IT-03911 dépend de IT-06524.
IT-05098,IT-02896,DEPENDS_ON,0.8,L'actif IT-05098 dépend de IT-02896.
IT-02359,IT-00349,DEPENDS_ON,0.5,L'actif IT-02359 dépend de IT-00349.
IT-04566,IT-05351,DEPENDS_ON,0.5,L'actif IT-04566 dépend de IT-05351.
IT-09735,IT-01653,DEPENDS_ON,0.5,L'actif IT-09735 dépend de IT-01653.
IT-02071,IT-07681,DEPENDS_ON,0.8,L'actif IT-02071 dépend de IT-07681.
IT-07841,IT-09212,DEPENDS_ON,1.0,L'actif IT-07841 dépend de IT-09212.
IT-02635,IT-01078,DEPENDS_ON,0.5,L'actif IT-02635 dépend de IT-01078.
IT-03238,IT-01686,DEPENDS_ON,0.5,L'actif IT-03238 dépend de IT-01686.
IT-03338,IT-04636,DEPENDS_ON,1.0,L'actif IT-03338 dépend de IT-04636.
IT-03827,IT-07964,DEPENDS_ON,1.0,L'actif IT-03827 dépend de IT-07964.
IT-03486,IT-02660,DEPENDS_ON,1.0,L'actif IT-03486 dépend de IT-02660.
IT-09298,IT-04848,DEPENDS_ON,0.5,L'actif IT-09298 dépend de IT-04848.
IT-00565,IT-07523,DEPENDS_ON,0.8,L'actif IT-00565 dépend de IT-07523.
IT-05894,IT-01193,DEPENDS_ON,1.0,L'actif IT-05894 dépend de IT-01193.
IT-06693,IT-04827,DEPENDS_ON,1.0,L'actif IT-06693 dépend de IT-04827.
IT-03253,IT-09447,DEPENDS_ON,0.8,L'actif IT-03253 dépend de IT-09447.
IT-04191,IT-08729,DEPENDS_ON,1.0,L'actif IT-04191 dépend de IT-08729.
IT-01590,IT-09757,DEPENDS_ON,1.0,L'actif IT-01590 dépend de IT-09757.
IT-06646,IT-01730,DEPENDS_ON,0.5,L'actif IT-06646 dépend de IT-01730.
IT-01801,IT-05526,DEPENDS_ON,1.0,L'actif IT-01801 dépend de IT-05526.
IT-02045,IT-00565,DEPENDS_ON,1.0,L'actif IT-02045 dépend de IT-00565.
IT-06669,IT-02358,DEPENDS_ON,0.8,L'actif IT-06669 dépend de IT-02358.
IT-06559,IT-05688,DEPENDS_ON,0.5,L'actif IT-06559 dépend de IT-05688.
IT-07882,IT-08741,DEPENDS_ON,0.8,L'actif IT-07882 dépend de IT-08741.
IT-02076,IT-09534,DEPENDS_ON,0.5,L'actif IT-02076 dépend de IT-09534.
IT-01010,IT-07107,DEPENDS_ON,0.5,L'actif IT-01010 dépend de IT-07107.
IT-03003,IT-07528,DEPENDS_ON,1.0,L'actif IT-03003 dépend de IT-07528.
IT-05109,IT-04321,DEPENDS_ON,0.5,L'actif IT-05109 dépend de IT-04321.
IT-06430,IT-02253,DEPENDS_ON,0.8,L'actif IT-06430 dépend de IT-02253.
IT-06642,IT-07936,DEPENDS_ON,0.5,L'actif IT-06642 dépend de IT-07936.
IT-02750,IT-04570,DEPENDS_ON,1.0,L'actif IT-02750 dépend de IT-04570.
IT-04903,IT-04349,DEPENDS_ON,1.0,L'actif IT-04903 dépend de IT-04349.
IT-04798,IT-09809,DEPENDS_ON,0.5,L'actif IT-04798 dépend de IT-09809.
IT-06713,IT-04712,DEPENDS_ON,0.5,L'actif IT-06713 dépend de IT-04712.
IT-06627,IT-03736,DEPENDS_ON,0.5,L'actif IT-06627 dépend de IT-03736.
IT-06089,IT-03184,DEPENDS_ON,1.0,L'actif IT-06089 dépend de IT-03184.
IT-06810,IT-04547,DEPENDS_ON,0.8,L'actif IT-06810 dépend de IT-04547.
IT-03752,IT-02453,DEPENDS_ON,0.8,L'actif IT-03752 dépend de IT-02453.
IT-01544,IT-08199,DEPENDS_ON,0.5,L'actif IT-01544 dépend de IT-08199.
IT-01894,IT-06894,DEPENDS_ON,0.8,L'actif IT-01894 dépend de IT-06894.
IT-02516,IT-01333,DEPENDS_ON,0.5,L'actif IT-02516 dépend de IT-01333.
IT-06735,IT-03649,DEPENDS_ON,1.0,L'actif IT-06735 dépend de IT-03649.
IT-00464,IT-01164,DEPENDS_ON,1.0,L'actif IT-00464 dépend de IT-01164.
IT-04098,IT-07711,DEPENDS_ON,0.5,L'actif IT-04098 dépend de IT-07711.
IT-07563,IT-05089,DEPENDS_ON,1.0,L'actif IT-07563 dépend de IT-05089.
IT-08427,IT-03578,DEPENDS_ON,0.5,L'actif IT-08427 dépend de IT-03578.
IT-08908,IT-04568,DEPENDS_ON,0.8,L'actif IT-08908 dépend de IT-04568.
IT-08303,IT-07452,DEPENDS_ON,1.0,L'actif IT-08303 dépend de IT-07452.
IT-01954,IT-07247,DEPENDS_ON,1.0,L'actif IT-01954 dépend de IT-07247.
IT-07058,IT-05005,DEPENDS_ON,1.0,L'actif IT-07058 dépend de IT-05005.
IT-04392,IT-09505,DEPENDS_ON,0.5,L'actif IT-04392 dépend de IT-09505.
IT-09960,IT-04369,DEPENDS_ON,0.5,L'actif IT-09960 dépend de IT-04369.
IT-00941,IT-00182,DEPENDS_ON,0.5,L'actif IT-00941 dépend de IT-00182.
IT-09817,IT-03636,DEPENDS_ON,1.0,L'actif IT-09817 dépend de IT-03636.
IT-08283,IT-05338,DEPENDS_ON,1.0,L'actif IT-08283 dépend de IT-05338.
IT-03660,IT-06898,DEPENDS_ON,0.5,L'actif IT-03660 dépend de IT-06898.
IT-09993,IT-07963,DEPENDS_ON,1.0,L'actif IT-09993 dépend de IT-07963.
IT-04790,IT-03289,DEPENDS_ON,0.8,L'actif IT-04790 dépend de IT-03289.
IT-07274,IT-00317,DEPENDS_ON,0.5,L'actif IT-07274 dépend de IT-00317.
IT-08874,IT-01782,DEPENDS_ON,0.5,L'actif IT-08874 dépend de IT-01782.
IT-03974,IT-02121,DEPENDS_ON,0.8,L'actif IT-03974 dépend de IT-02121.
IT-00396,IT-09681,DEPENDS_ON,0.8,L'actif IT-00396 dépend de IT-09681.
IT-07527,IT-02131,DEPENDS_ON,1.0,L'actif IT-07527 dépend de IT-02131.
IT-08682,IT-08200,DEPENDS_ON,1.0,L'actif IT-08682 dépend de IT-08200.
IT-02734,IT-04417,DEPENDS_ON,1.0,L'actif IT-02734 dépend de IT-04417.
IT-07157,IT-06345,DEPENDS_ON,0.8,L'actif IT-07157 dépend de IT-06345.
IT-01453,IT-03026,DEPENDS_ON,1.0,L'actif IT-01453 dépend de IT-03026.
IT-02143,IT-09525,DEPENDS_ON,0.5,L'actif IT-02143 dépend de IT-09525.
IT-07345,IT-07191,DEPENDS_ON,0.5,L'actif IT-07345 dépend de IT-07191.
IT-05464,IT-05341,DEPENDS_ON,1.0,L'actif IT-05464 dépend de IT-05341.
IT-01751,IT-08903,DEPENDS_ON,0.5,L'actif IT-01751 dépend de IT-08903.
IT-01275,IT-06233,DEPENDS_ON,0.5,L'actif IT-01275 dépend de IT-06233.
IT-04619,IT-09657,DEPENDS_ON,0.8,L'actif IT-04619 dépend de IT-09657.
IT-06813,IT-05574,DEPENDS_ON,0.5,L'actif IT-06813 dépend de IT-05574.
IT-06612,IT-04324,DEPENDS_ON,0.5,L'actif IT-06612 dépend de IT-04324.
IT-04591,IT-04919,DEPENDS_ON,0.5,L'actif IT-04591 dépend de IT-04919.
IT-07733,IT-00044,DEPENDS_ON,0.8,L'actif IT-07733 dépend de IT-00044.
IT-09694,IT-03003,DEPENDS_ON,1.0,L'actif IT-09694 dépend de IT-03003.
IT-02923,IT-04290,DEPENDS_ON,0.5,L'actif IT-02923 dépend de IT-04290.
IT-07506,IT-08324,DEPENDS_ON,0.8,L'actif IT-07506 dépend de IT-08324.
IT-07703,IT-03977,DEPENDS_ON,0.5,L'actif IT-07703 dépend de IT-03977.
IT-00740,IT-00219,DEPENDS_ON,0.5,L'actif IT-00740 dépend de IT-00219.
IT-05946,IT-01335,DEPENDS_ON,1.0,L'actif IT-05946 dépend de IT-01335.
IT-08846,IT-04924,DEPENDS_ON,1.0,L'actif IT-08846 dépend de IT-04924.
IT-02476,IT-09228,DEPENDS_ON,1.0,L'actif IT-02476 dépend de IT-09228.
IT-05662,IT-07801,DEPENDS_ON,1.0,L'actif IT-05662 dépend de IT-07801.
IT-04652,IT-04686,DEPENDS_ON,0.8,L'actif IT-04652 dépend de IT-04686.
IT-02871,IT-07705,DEPENDS_ON,0.8,L'actif IT-02871 dépend de IT-07705.
IT-03858,IT-07567,DEPENDS_ON,0.8,L'actif IT-03858 dépend de IT-07567.
IT-02604,IT-08439,DEPENDS_ON,0.8,L'actif IT-02604 dépend de IT-08439.
IT-04968,IT-02519,DEPENDS_ON,0.8,L'actif IT-04968 dépend de IT-02519.
IT-05456,IT-06297,DEPENDS_ON,1.0,L'actif IT-05456 dépend de IT-06297.
IT-04675,IT-03898,DEPENDS_ON,0.5,L'actif IT-04675 dépend de IT-03898.
IT-04910,IT-03527,DEPENDS_ON,0.8,L'actif IT-04910 dépend de IT-03527.
IT-06059,IT-02206,DEPENDS_ON,1.0,L'actif IT-06059 dépend de IT-02206.
IT-03587,IT-03320,DEPENDS_ON,0.8,L'actif IT-03587 dépend de IT-03320.
IT-09189,IT-04033,DEPENDS_ON,0.5,L'actif IT-09189 dépend de IT-04033.
IT-06837,IT-04690,DEPENDS_ON,0.8,L'actif IT-06837 dépend de IT-04690.
IT-05383,IT-01769,DEPENDS_ON,0.8,L'actif IT-05383 dépend de IT-01769.
IT-02488,IT-08941,DEPENDS_ON,0.5,L'actif IT-02488 dépend de IT-08941.
IT-02604,IT-09150,DEPENDS_ON,0.8,L'actif IT-02604 dépend de IT-09150.
IT-09100,IT-00218,DEPENDS_ON,1.0,L'actif IT-09100 dépend de IT-00218.
IT-05364,IT-09528,DEPENDS_ON,0.5,L'actif IT-05364 dépend de IT-09528.
IT-05594,IT-09006,DEPENDS_ON,1.0,L'actif IT-05594 dépend de IT-09006.
IT-01639,IT-05849,DEPENDS_ON,0.8,L'actif IT-01639 dépend de IT-05849.
IT-05052,IT-05342,DEPENDS_ON,0.5,L'actif IT-05052 dépend de IT-05342.
IT-02525,IT-09112,DEPENDS_ON,0.8,L'actif IT-02525 dépend de IT-09112.
IT-00657,IT-05909,DEPENDS_ON,0.5,L'actif IT-00657 dépend de IT-05909.
IT-00362,IT-09505,DEPENDS_ON,0.5,L'actif IT-00362 dépend de IT-09505.
IT-07295,IT-04097,DEPENDS_ON,0.8,L'actif IT-07295 dépend de IT-04097.
IT-04912,IT-07795,DEPENDS_ON,0.5,L'actif IT-04912 dépend de IT-07795.
IT-08929,IT-07869,DEPENDS_ON,0.5,L'actif IT-08929 dépend de IT-07869.
IT-01576,IT-04893,DEPENDS_ON,0.5,L'actif IT-01576 dépend de IT-04893.
IT-08187,IT-03240,DEPENDS_ON,0.5,L'actif IT-08187 dépend de IT-03240.
IT-03555,IT-04750,DEPENDS_ON,0.8,L'actif IT-03555 dépend de IT-04750.
IT-08398,IT-04550,DEPENDS_ON,1.0,L'actif IT-08398 dépend de IT-04550.
IT-07056,IT-06278,DEPENDS_ON,0.5,L'actif IT-07056 dépend de IT-06278.
IT-09018,IT-07680,DEPENDS_ON,0.5,L'actif IT-09018 dépend de IT-07680.
IT-02270,IT-00651,DEPENDS_ON,0.5,L'actif IT-02270 dépend de IT-00651.
IT-08528,IT-05826,DEPENDS_ON,0.8,L'actif IT-08528 dépend de IT-05826.
IT-00509,IT-03040,DEPENDS_ON,0.5,L'actif IT-00509 dépend de IT-03040.
IT-00610,IT-02533,DEPENDS_ON,0.5,L'actif IT-00610 dépend de IT-02533.
IT-01918,IT-01794,DEPENDS_ON,1.0,L'actif IT-01918 dépend de IT-01794.
IT-06918,IT-05520,DEPENDS_ON,0.5,L'actif IT-06918 dépend de IT-05520.
IT-07453,IT-06287,DEPENDS_ON,0.5,L'actif IT-07453 dépend de IT-06287.
IT-04932,IT-09207,DEPENDS_ON,1.0,L'actif IT-04932 dépend de IT-09207.
IT-04617,IT-05149,DEPENDS_ON,0.5,L'actif IT-04617 dépend de IT-05149.
IT-05685,IT-07885,DEPENDS_ON,0.8,L'actif IT-05685 dépend de IT-07885.
IT-09327,IT-06400,DEPENDS_ON,0.8,L'actif IT-09327 dépend de IT-06400.
IT-02564,IT-05504,DEPENDS_ON,0.5,L'actif IT-02564 dépend de IT-05504.
IT-02028,IT-08904,DEPENDS_ON,0.8,L'actif IT-02028 dépend de IT-08904.
IT-04309,IT-06836,DEPENDS_ON,0.5,L'actif IT-04309 dépend de IT-06836.
IT-03282,IT-05201,DEPENDS_ON,0.8,L'actif IT-03282 dépend de IT-05201.
IT-07896,IT-05570,DEPENDS_ON,1.0,L'actif IT-07896 dépend de IT-05570.
IT-05471,IT-05219,DEPENDS_ON,0.8,L'actif IT-05471 dépend de IT-05219.
IT-08963,IT-02907,DEPENDS_ON,1.0,L'actif IT-08963 dépend de IT-02907.
IT-05631,IT-08231,DEPENDS_ON,1.0,L'actif IT-05631 dépend de IT-08231.
IT-00139,IT-06011,DEPENDS_ON,0.8,L'actif IT-00139 dépend de IT-06011.
IT-05600,IT-08337,DEPENDS_ON,1.0,L'actif IT-05600 dépend de IT-08337.
IT-05513,IT-07482,DEPENDS_ON,1.0,L'actif IT-05513 dépend de IT-07482.
IT-07906,IT-08863,DEPENDS_ON,0.8,L'actif IT-07906 dépend de IT-08863.
IT-07654,IT-09198,DEPENDS_ON,1.0,L'actif IT-07654 dépend de IT-09198.
IT-03954,IT-02379,DEPENDS_ON,0.5,L'actif IT-03954 dépend de IT-02379.
IT-03595,IT-04618,DEPENDS_ON,1.0,L'actif IT-03595 dépend de IT-04618.
IT-08759,IT-05569,DEPENDS_ON,0.5,L'actif IT-08759 dépend de IT-05569.
IT-09807,IT-08020,DEPENDS_ON,0.8,L'actif IT-09807 dépend de IT-08020.
IT-00895,IT-03670,DEPENDS_ON,1.0,L'actif IT-00895 dépend de IT-03670.
IT-03745,IT-04724,DEPENDS_ON,1.0,L'actif IT-03745 dépend de IT-04724.
IT-03309,IT-02483,DEPENDS_ON,1.0,L'actif IT-03309 dépend de IT-02483.
IT-00688,IT-09196,DEPENDS_ON,1.0,L'actif IT-00688 dépend de IT-09196.
IT-08626,IT-05080,DEPENDS_ON,0.8,L'actif IT-08626 dépend de IT-05080.
IT-03447,IT-04156,DEPENDS_ON,0.5,L'actif IT-03447 dépend de IT-04156.
IT-07831,IT-09935,DEPENDS_ON,0.5,L'actif IT-07831 dépend de IT-09935.
IT-07160,IT-04779,DEPENDS_ON,1.0,L'actif IT-07160 dépend de IT-04779.
IT-05397,IT-02987,DEPENDS_ON,1.0,L'actif IT-05397 dépend de IT-02987.
IT-00349,IT-08597,DEPENDS_ON,1.0,L'actif IT-00349 dépend de IT-08597.
IT-05069,IT-07049,DEPENDS_ON,0.8,L'actif IT-05069 dépend de IT-07049.
IT-05140,IT-01674,DEPENDS_ON,1.0,L'actif IT-05140 dépend de IT-01674.
IT-00854,IT-06440,DEPENDS_ON,0.5,L'actif IT-00854 dépend de IT-06440.
IT-01983,IT-08357,DEPENDS_ON,0.8,L'actif IT-01983 dépend de IT-08357.
IT-04572,IT-07632,DEPENDS_ON,1.0,L'actif IT-04572 dépend de IT-07632.
IT-02067,IT-05723,DEPENDS_ON,0.5,L'actif IT-02067 dépend de IT-05723.
IT-01111,IT-07617,DEPENDS_ON,1.0,L'actif IT-01111 dépend de IT-07617.
IT-09752,IT-06144,DEPENDS_ON,0.5,L'actif IT-09752 dépend de IT-06144.
IT-08039,IT-00983,DEPENDS_ON,0.8,L'actif IT-08039 dépend de IT-00983.
IT-01289,IT-01367,DEPENDS_ON,0.5,L'actif IT-01289 dépend de IT-01367.
IT-05964,IT-06921,DEPENDS_ON,1.0,L'actif IT-05964 dépend de IT-06921.
IT-08782,IT-03956,DEPENDS_ON,1.0,L'actif IT-08782 dépend de IT-03956.
IT-01260,IT-08660,DEPENDS_ON,1.0,L'actif IT-01260 dépend de IT-08660.
IT-05210,IT-00428,DEPENDS_ON,1.0,L'actif IT-05210 dépend de IT-00428.
IT-06153,IT-05125,DEPENDS_ON,0.8,L'actif IT-06153 dépend de IT-05125.
IT-03341,IT-01898,DEPENDS_ON,0.5,L'actif IT-03341 dépend de IT-01898.
IT-03510,IT-01463,DEPENDS_ON,0.8,L'actif IT-03510 dépend de IT-01463.
IT-02299,IT-08389,DEPENDS_ON,0.5,L'actif IT-02299 dépend de IT-08389.
IT-05641,IT-05665,DEPENDS_ON,0.5,L'actif IT-05641 dépend de IT-05665.
IT-08471,IT-09767,DEPENDS_ON,0.5,L'actif IT-08471 dépend de IT-09767.
IT-03173,IT-04477,DEPENDS_ON,0.8,L'actif IT-03173 dépend de IT-04477.
IT-06481,IT-04512,DEPENDS_ON,1.0,L'actif IT-06481 dépend de IT-04512.
IT-02212,IT-03965,DEPENDS_ON,1.0,L'actif IT-02212 dépend de IT-03965.
IT-07475,IT-01562,DEPENDS_ON,0.5,L'actif IT-07475 dépend de IT-01562.
IT-00663,IT-07003,DEPENDS_ON,0.5,L'actif IT-00663 dépend de IT-07003.
IT-07701,IT-04704,DEPENDS_ON,1.0,L'actif IT-07701 dépend de IT-04704.
IT-00980,IT-07575,DEPENDS_ON,0.5,L'actif IT-00980 dépend de IT-07575.
IT-07192,IT-02662,DEPENDS_ON,1.0,L'actif IT-07192 dépend de IT-02662.
IT-06168,IT-06527,DEPENDS_ON,0.5,L'actif IT-06168 dépend de IT-06527.
IT-01981,IT-05663,DEPENDS_ON,0.5,L'actif IT-01981 dépend de IT-05663.
IT-04758,IT-01633,DEPENDS_ON,1.0,L'actif IT-04758 dépend de IT-01633.
IT-05502,IT-09269,DEPENDS_ON,0.5,L'actif IT-05502 dépend de IT-09269.
IT-08491,IT-06469,DEPENDS_ON,0.8,L'actif IT-08491 dépend de IT-06469.
IT-01525,IT-08634,DEPENDS_ON,0.8,L'actif IT-01525 dépend de IT-08634.
IT-09347,IT-04359,DEPENDS_ON,0.8,L'actif IT-09347 dépend de IT-04359.
IT-00473,IT-05060,DEPENDS_ON,0.5,L'actif IT-00473 dépend de IT-05060.
IT-04477,IT-05204,DEPENDS_ON,1.0,L'actif IT-04477 dépend de IT-05204.
IT-04737,IT-06820,DEPENDS_ON,1.0,L'actif IT-04737 dépend de IT-06820.
IT-07637,IT-09055,DEPENDS_ON,1.0,L'actif IT-07637 dépend de IT-09055.
IT-04968,IT-08186,DEPENDS_ON,1.0,L'actif IT-04968 dépend de IT-08186.
IT-08158,IT-02296,DEPENDS_ON,1.0,L'actif IT-08158 dépend de IT-02296.
IT-00942,IT-00253,DEPENDS_ON,0.8,L'actif IT-00942 dépend de IT-00253.
IT-02416,IT-02185,DEPENDS_ON,0.5,L'actif IT-02416 dépend de IT-02185.
IT-01692,IT-05924,DEPENDS_ON,1.0,L'actif IT-01692 dépend de IT-05924.
IT-01977,IT-03979,DEPENDS_ON,0.8,L'actif IT-01977 dépend de IT-03979.
IT-05673,IT-06454,DEPENDS_ON,1.0,L'actif IT-05673 dépend de IT-06454.
IT-05183,IT-08159,DEPENDS_ON,1.0,L'actif IT-05183 dépend de IT-08159.
IT-06510,IT-08262,DEPENDS_ON,0.8,L'actif IT-06510 dépend de IT-08262.
IT-02580,IT-06107,DEPENDS_ON,0.8,L'actif IT-02580 dépend de IT-06107.
IT-00624,IT-05349,DEPENDS_ON,1.0,L'actif IT-00624 dépend de IT-05349.
IT-07630,IT-01369,DEPENDS_ON,0.5,L'actif IT-07630 dépend de IT-01369.
IT-06571,IT-08219,DEPENDS_ON,0.5,L'actif IT-06571 dépend de IT-08219.
IT-04816,IT-03106,DEPENDS_ON,0.8,L'actif IT-04816 dépend de IT-03106.
IT-04483,IT-03784,DEPENDS_ON,0.8,L'actif IT-04483 dépend de IT-03784.
IT-04878,IT-06600,DEPENDS_ON,1.0,L'actif IT-04878 dépend de IT-06600.
IT-06647,IT-08038,DEPENDS_ON,0.5,L'actif IT-06647 dépend de IT-08038.
IT-01034,IT-07277,DEPENDS_ON,0.8,L'actif IT-01034 dépend de IT-07277.
IT-02283,IT-09181,DEPENDS_ON,0.5,L'actif IT-02283 dépend de IT-09181.
IT-08058,IT-01741,DEPENDS_ON,1.0,L'actif IT-08058 dépend de IT-01741.
IT-03717,IT-06793,DEPENDS_ON,0.5,L'actif IT-03717 dépend de IT-06793.
IT-02183,IT-01485,DEPENDS_ON,0.8,L'actif IT-02183 dépend de IT-01485.
